m,n,k,solver,solve_time,digits,uniquely_sos_representable,dual_nondegenerate,dim_sosupp,spectral_gap_G,corank_dual,spectral_gap_M_E,rank_G_boundary,spectral_gap_G_boundary
15,16,2,Mosek,7.236889826133847,5,true,true,15,"(109.58915449932424, 1.291118376294248e-10)",15,"(33.133430152179045, 2.8376670486586514e-11)",15,"(109.58915449978083, 2.33693931330102e-10)"
15,16,2,Mosek,9.232519270852208,5,true,true,15,"(137.1505077558834, 2.1897446577157055e-12)",15,"(25.22261662479536, 3.996320323567825e-13)",15,"(137.15050775602828, 2.7065871040725098e-11)"
15,16,2,Mosek,10.453431937843561,5,true,true,15,"(129.06898517887385, 8.297823085113505e-12)",15,"(28.872402101636954, 1.2270515179925196e-12)",15,"(129.0689851753877, 1.5465955471370738e-10)"
15,16,2,Mosek,8.9073814637959,5,true,true,15,"(114.58451804011544, 8.551399821412367e-12)",15,"(32.074379921265546, 7.558989500058194e-13)",15,"(114.58451804020528, 2.0283668038799116e-12)"
15,16,2,Mosek,13.648252438753843,5,true,true,15,"(128.69343542928414, 7.407792277065717e-11)",15,"(28.885463057030996, 1.1379654375279644e-11)",15,"(128.69343542903138, 1.3108293967407242e-12)"
15,16,2,Mosek,7.313154581934214,5,true,true,15,"(158.42022391554912, 1.597190742123682e-10)",15,"(30.18845234045455, 2.0017649085838315e-11)",15,"(158.4202239150906, 1.3068306269080389e-11)"
15,16,2,Mosek,5.533438663929701,5,true,true,15,"(129.90684565895685, 1.7258245823712967e-11)",15,"(32.3560795697122, 9.455119250876763e-13)",15,"(129.90684565934666, 3.9478049964232624e-12)"
15,16,2,Mosek,8.83186823874712,5,true,true,15,"(114.13876744112113, 1.2627749202529407e-11)",15,"(28.25769635725767, 2.3294729358314053e-12)",15,"(114.13876744296702, 1.234320981457773e-12)"
15,16,2,Mosek,6.416209319606423,5,true,true,15,"(105.91569624318821, 6.611575972503834e-11)",15,"(35.598911640357834, 7.353412205542838e-12)",15,"(105.91569624443555, 3.123803599753621e-11)"
15,16,2,Mosek,11.660268450155854,5,true,true,15,"(142.36268183431926, 6.725097837397366e-11)",15,"(29.939123109589666, 6.68578734753648e-12)",15,"(142.36268182430422, 1.6132436534721253e-11)"
15,16,2,Mosek,10.359471360221505,5,true,true,15,"(123.770411903826, 1.0325448445798642e-11)",15,"(30.00148291714553, 1.4436245718577009e-12)",15,"(123.77041189387059, 5.3493532345829025e-11)"
15,16,2,Mosek,11.456887679174542,5,true,true,15,"(121.37506907824049, 8.03227447072232e-12)",15,"(29.990812315155395, 1.5450745152059556e-12)",15,"(121.37506907650042, 5.66738281431631e-11)"
15,16,2,Mosek,7.026475068181753,5,true,true,15,"(127.74850318537153, 3.9752849871930517e-11)",15,"(26.104935052081785, 6.430044520198155e-12)",15,"(127.74850318634219, 1.9374411675337345e-10)"
15,16,2,Mosek,6.893224187195301,5,true,true,15,"(115.69548386470066, 1.3299669698507799e-11)",15,"(29.23672009057352, 1.165176992430043e-12)",15,"(115.69548387616986, 3.4635886452566946e-11)"
15,16,2,Mosek,8.55723918788135,5,true,true,15,"(135.14899240931825, 1.83487291994816e-11)",15,"(25.977350957211065, 5.685195529437061e-12)",15,"(135.14899241028363, 2.596166696400835e-10)"
15,16,2,Mosek,13.356835912913084,5,true,true,15,"(126.55885908493148, 9.836036005998717e-11)",15,"(31.936126428817044, 1.614753835399471e-11)",15,"(126.55885908642658, 1.1364791366424239e-10)"
15,16,2,Mosek,8.744770718738437,5,true,true,15,"(123.27692798592436, 7.662187660025475e-12)",15,"(31.11554908521857, 1.1955736583368582e-12)",15,"(123.27692798455452, 2.2139093594116672e-10)"
15,16,2,Mosek,7.445921469479799,5,true,true,15,"(134.8170302366117, 1.2718578101477807e-11)",15,"(30.943958279492506, 1.7356007537963715e-12)",15,"(134.81703023596145, 6.743503336135792e-11)"
15,16,2,Mosek,9.595184920355678,5,true,true,15,"(121.18182273683931, 1.8496587212851183e-11)",15,"(23.347158861863583, 2.117908677866745e-12)",15,"(121.18182272738528, 1.2110742823163694e-10)"
15,16,2,Mosek,8.310499835759401,5,true,true,15,"(134.3161110468942, 5.200682362132265e-12)",15,"(29.57793855369033, 6.89924547484887e-13)",15,"(134.31611104663224, 4.227902561989569e-11)"
