m,n,k,solver,solve_time,digits,uniquely_sos_representable,dual_nondegenerate,dim_sosupp,spectral_gap_G,corank_dual,spectral_gap_M_E,rank_G_boundary,spectral_gap_G_boundary
10,10,2,Mosek,0.16257467679679394,5,true,true,10,"(42.108163467593755, 1.655299403349259e-9)",10,"(0.777798818383011, 3.935683013495449e-11)",10,"(42.108163469537736, 3.713670274368651e-11)"
10,10,2,Mosek,0.16576159186661243,5,true,true,10,"(42.79592066709777, 1.0635278160912047e-9)",10,"(1.6807933950104303, 4.8117617531853015e-11)",10,"(42.79592066478996, 1.1997513216219701e-11)"
10,10,2,Mosek,0.3258792385458946,5,true,true,10,"(34.51965093462538, 6.080977501712095e-10)",10,"(0.49698410719560876, 1.735849665569168e-11)",10,"(34.51965092876445, 9.59067829131927e-9)"
10,10,2,Mosek,0.18948140740394592,5,true,true,10,"(34.7178515832182, 1.9133144793094475e-11)",10,"(1.1710397263136028, 1.307848430652269e-12)",10,"(34.717851582526094, 2.8164976169200483e-12)"
10,10,2,Mosek,0.2022878136485815,5,true,true,10,"(45.26547118124337, 3.138946275754564e-11)",10,"(0.8378893334948808, 1.5818312853856551e-12)",10,"(45.26547118172649, 5.015615002552209e-12)"
10,10,2,Mosek,0.16521439142525196,5,true,true,10,"(39.92872562948987, 1.943165725159213e-9)",10,"(1.4074586433951877, 1.399222505826879e-10)",10,"(39.92872562712863, 7.741137540967268e-11)"
10,10,2,Mosek,0.20178194902837276,5,true,true,10,"(51.72912679447401, 9.025180881123598e-10)",10,"(1.2389636518121743, 2.338857632965757e-11)",10,"(51.7291267962954, 1.9036637040251843e-11)"
10,10,2,Mosek,0.19226565398275852,5,true,true,10,"(41.88977402925481, 4.1654957650548716e-10)",10,"(0.8432866809491812, 1.0280487038327749e-11)",10,"(41.88977402806896, 3.6194368088720997e-9)"
10,10,2,Mosek,0.18686450459063053,5,true,true,10,"(48.782733522804925, 1.283504973324539e-9)",10,"(0.2194038932366808, 9.706594259976268e-12)",10,"(48.78273357188826, 1.2955280174660542e-9)"
10,10,2,Mosek,0.18130135908722878,5,true,true,10,"(36.650833913064844, 2.1547591660274628e-10)",10,"(0.515501429944677, 2.980104941453357e-12)",10,"(36.65083391570415, 5.595319716625516e-11)"
10,10,2,Mosek,0.20437945798039436,5,true,true,10,"(40.3650778471148, 4.436595672160764e-11)",10,"(1.134890411669243, 2.0948086079110722e-12)",10,"(40.36507784657704, 6.800783599984432e-12)"
10,10,2,Mosek,0.1845510546118021,5,true,true,10,"(37.3487683747373, 1.2563500149538027e-10)",10,"(1.5835323891953523, 5.9150614045437496e-12)",10,"(37.34876837151759, 1.6449199124904468e-10)"
10,10,2,Mosek,0.20803279615938663,5,true,true,10,"(35.303415186690565, 4.948481152529746e-11)",10,"(1.5346067048913672, 2.2481577052096965e-12)",10,"(35.30341518545478, 1.2967372658610171e-10)"
10,10,2,Mosek,0.20047597214579582,5,true,true,10,"(34.46274165009931, 7.183179266930715e-10)",10,"(0.8676497244281481, 2.1994689850321794e-11)",10,"(34.462741650888944, 5.5584116564256306e-11)"
10,10,2,Mosek,0.22030309960246086,5,true,true,10,"(47.50287155342982, 5.3913108673439236e-11)",10,"(1.8781661869423154, 1.748238738178155e-12)",10,"(47.5028715517929, 1.766978156875137e-10)"
10,10,2,Mosek,0.22001747973263264,5,true,true,10,"(44.87530072068935, 1.5909057863976273e-9)",10,"(0.51265534910683, 4.219722823774045e-11)",10,"(44.87530071588402, 4.2973493132769614e-10)"
10,10,2,Mosek,0.17528502829372883,5,true,true,10,"(31.4738508601776, 3.76163196651396e-10)",10,"(1.3050690887453973, 1.3937844883045771e-11)",10,"(31.473850860038183, 2.8029332412767075e-11)"
10,10,2,Mosek,0.1683876235038042,5,true,true,10,"(27.665824479993223, 8.681423860190533e-11)",10,"(1.7513607013685557, 6.671897271727936e-12)",10,"(27.66582448219845, 6.035755741578438e-11)"
10,10,2,Mosek,0.18615030497312546,5,true,true,10,"(35.89907241071431, 1.2653487828524148e-9)",10,"(0.7559522843634476, 5.343860317465528e-11)",10,"(35.899072418021454, 6.390388128965259e-11)"
10,10,2,Mosek,0.24832680076360703,5,true,true,10,"(37.97073471939432, 1.4050049312215806e-8)",10,"(0.03168672393605284, 2.8911978504865152e-11)",10,"(37.9707347228067, 3.2459499101860695e-9)"
