m,n,k,solver,solve_time,digits,uniquely_sos_representable,dual_nondegenerate,dim_sosupp,spectral_gap_G,corank_dual,spectral_gap_M_E,rank_G_boundary,spectral_gap_G_boundary
4,2,2,Mosek,0.0004094857722520828,5,false,true,3,"(0.011778135868396355, -Inf)",3,"(Inf, 3.925696378183302e-10)",2,"(0.03094346333112192, 1.3043365605492985e-11)"
4,2,2,Mosek,0.0003411378711462021,5,false,true,3,"(0.6518008274838198, -Inf)",3,"(Inf, 6.398164423533387e-14)",2,"(0.2554099306010533, 1.312335998904922e-10)"
4,2,2,Mosek,0.000400712713599205,5,false,true,3,"(0.01586129321743312, -Inf)",3,"(Inf, 7.484137548821315e-13)",2,"(0.04279150079413549, 1.51384113150025e-13)"
4,2,2,Mosek,0.0004121270030736923,5,false,true,3,"(0.0597730229437824, -Inf)",3,"(Inf, 1.99877544173135e-12)",2,"(0.23026922030934088, 9.350520271441434e-12)"
4,2,2,Mosek,0.00045679695904254913,5,false,true,3,"(0.0388669696191016, -Inf)",3,"(Inf, 6.101551658012957e-12)",2,"(0.09647738108280893, 9.949666072953296e-12)"
4,2,2,Mosek,0.000569535419344902,5,false,true,3,"(0.09657972734139396, -Inf)",3,"(Inf, 1.710914765541318e-12)",2,"(0.370333647321847, 1.9007018067135873e-13)"
4,2,2,Mosek,0.0005599670112133026,5,false,true,3,"(0.04868721010584087, -Inf)",3,"(Inf, 7.767884412085992e-10)",2,"(0.16939402466559023, 9.992007221626409e-16)"
4,2,2,Mosek,0.0005169231444597244,5,false,true,3,"(0.530671842881602, -Inf)",3,"(Inf, 3.119453420040216e-11)",2,"(0.45520298351936006, 8.077982727172639e-13)"
4,2,2,Mosek,0.0005615372210741043,5,false,true,3,"(0.03380611309918695, -Inf)",3,"(Inf, 4.630081965102165e-12)",2,"(0.10533922905157721, 2.7755575462527884e-16)"
4,2,2,Mosek,0.0006728619337081909,5,false,true,3,"(0.2820643747990245, -Inf)",3,"(Inf, 2.1946516405053067e-14)",2,"(0.6093532802106887, 9.777290088663904e-12)"
4,2,2,Mosek,0.0005679074674844742,5,false,true,3,"(0.921899736712388, -Inf)",3,"(Inf, 1.7532861438005502e-12)",2,"(1.3457231815278776, 5.5289106626332796e-14)"
4,2,2,Mosek,0.0006520245224237442,5,false,true,3,"(0.8463578345318055, -Inf)",3,"(Inf, 2.573602115359199e-17)",2,"(2.202863328900428, 4.440892098500626e-15)"
4,2,2,Mosek,0.0004043169319629669,5,false,true,3,"(0.5512773819399788, -Inf)",3,"(Inf, 7.881603378020393e-16)",2,"(1.208678854381952, 4.4408920974720107e-16)"
4,2,2,Mosek,0.00042152777314186096,5,false,true,3,"(0.06489400980086814, -Inf)",3,"(Inf, 3.182174438057083e-12)",2,"(0.16065483925640803, 1.6578131654355217e-17)"
4,2,2,Mosek,0.00042390450835227966,5,false,true,3,"(0.04730027057638184, -Inf)",3,"(Inf, 2.769392671583978e-16)",2,"(0.12378128177234435, 7.771561172376096e-16)"
4,2,2,Mosek,0.000405970960855484,5,false,true,3,"(0.008434286001950123, -Inf)",3,"(Inf, 2.0913374147919683e-10)",2,"(0.04939336293244805, 1.408367865075985e-11)"
4,2,2,Mosek,0.00042157433927059174,5,false,true,3,"(0.24408097000334497, -Inf)",3,"(Inf, 2.9287945433708646e-12)",2,"(0.5046316029231783, 3.1432594725462377e-13)"
4,2,2,Mosek,0.0004178956151008606,5,false,true,3,"(0.013349889922096488, -Inf)",3,"(Inf, 4.80394913960473e-13)",2,"(0.03641407330772533, 2.8901360325279527e-13)"
4,2,2,Mosek,0.0004256386309862137,5,false,true,3,"(0.2725648693172212, -Inf)",3,"(Inf, 2.1767769064805607e-14)",2,"(0.9424327722240203, 3.1974422967410126e-13)"
4,2,2,Mosek,0.00040368176996707916,5,false,true,3,"(0.11833084622717217, -Inf)",3,"(Inf, 3.655927167089772e-18)",2,"(0.2917594106504568, 1.3236794903661763e-10)"
