m,n,k,solver,solve_time,digits,uniquely_sos_representable,dual_nondegenerate,dim_sosupp,spectral_gap_G,corank_dual,spectral_gap_M_E,rank_G_boundary,spectral_gap_G_boundary
3,4,2,Mosek,0.011213824152946472,5,false,true,6,"(0.00789641493162319, 4.401972759395994e-10)",6,"(0.0963955881848064, 2.657945954505609e-9)",3,"(0.06675542448999607, 2.77013418957535e-10)"
3,4,2,Mosek,0.01565456949174404,5,false,true,8,"(0.0022976256519586847, 1.489210036995814e-10)",8,"(0.018234487320149498, 1.3374987303807135e-9)",5,"(0.010113199881767098, 2.990407537194944e-7)"
3,4,2,Mosek,0.002600438892841339,5,true,true,3,"(0.20906951564960222, 7.996405804650959e-10)",3,"(0.10915612525270853, 2.4486732351720847e-10)",3,"(0.20906951530147586, 3.459907975958449e-11)"
3,4,2,Mosek,0.0030054543167352676,5,true,true,3,"(0.09688108161493576, 4.310852692418473e-10)",3,"(0.0404675904265721, 6.246406935277331e-11)",3,"(0.09688108165311801, 6.007050083462514e-12)"
3,4,2,Mosek,0.0030216798186302185,5,false,true,6,"(0.012295945580821676, 4.3501015010595404e-11)",6,"(0.05650613851561284, 6.972217621237012e-10)",5,"(0.012769722188059177, 8.932552834991808e-8)"
3,4,2,Mosek,0.002989746630191803,5,false,true,6,"(0.00040592524465677174, 3.510080280072233e-11)",6,"(0.09500018224542342, 4.642762504176175e-9)",3,"(0.09173422396599101, 8.825368302677383e-10)"
3,4,2,Mosek,0.010159716010093689,5,false,true,6,"(0.009342977368047576, 1.6067958090636824e-10)",6,"(0.1572830490899842, 1.7730259193396347e-9)",5,"(0.019478898035862963, 5.734024808858919e-8)"
3,4,2,Mosek,0.020785732194781303,5,false,true,8,"(0.00017467687745317364, 2.0852907825086523e-11)",8,"(0.09025960619546657, 4.8399478139102395e-9)",5,"(0.00656942576947801, 1.206187492710326e-7)"
3,4,2,Mosek,0.019415084272623062,5,false,true,6,"(4.198133685777323e-5, 8.679266799502958e-12)",6,"(0.2759855021501446, 3.427571837690797e-8)",3,"(0.04139590945582217, 2.5590723465386097e-11)"
3,4,2,Mosek,0.019455235451459885,5,false,true,6,"(0.001694018506455269, 3.42277600168219e-12)",6,"(0.20311313094605785, 4.3433644436091277e-10)",5,"(0.001994011134410638, 6.017379087872274e-8)"
3,4,2,Mosek,0.008245149627327919,5,false,true,8,"(3.115922416024216e-5, 6.864723208649395e-12)",8,"(0.454399284810971, 4.4769176094749905e-8)",5,"(0.000614228308360911, 2.1405256513604434e-9)"
3,4,2,Mosek,0.0029478799551725388,5,false,true,6,"(0.00340420763255715, 2.0026879761681314e-10)",6,"(0.14568705630256282, 9.949587279748872e-9)",5,"(0.002921799559396888, 2.194271662568564e-8)"
3,4,2,Mosek,0.002977930009365082,5,false,true,6,"(0.004928978938891917, 3.694642417324881e-11)",6,"(0.11115565274858338, 4.893805756063659e-10)",5,"(0.010551649902917556, 5.5541500673683924e-8)"
3,4,2,Mosek,0.002795333042740822,5,true,true,3,"(0.0873948228329749, 3.842060037290189e-11)",3,"(0.16253459116961072, 1.4962720526263037e-10)",3,"(0.08739482285148507, 7.384501483259526e-12)"
3,4,2,Mosek,0.002810955047607422,5,true,true,3,"(0.2155164964993525, 8.635621576934258e-10)",3,"(0.04094117642279337, 8.606981260426817e-11)",3,"(0.21551649687273453, 1.279494792476576e-10)"
3,4,2,Mosek,0.0027439873665571213,5,false,true,6,"(0.0004567791067479767, 3.0202703655738336e-10)",6,"(0.1568597127169481, 7.30353772003991e-8)",5,"(0.0006686615174881741, 2.5014703864845495e-8)"
3,4,2,Mosek,0.007726294919848442,5,false,true,8,"(0.018246708179221777, 2.286747186064668e-11)",8,"(0.36312377388046385, 3.10027464891531e-10)",6,"(0.007555665217024158, 5.891126738841057e-8)"
3,4,2,Mosek,0.007886255159974098,5,false,true,6,"(0.00010056806060872656, 2.4423738730254803e-9)",6,"(0.023268048294091254, 1.258733686777433e-7)",5,"(0.0036056870713720834, 1.869273500466507e-8)"
3,4,2,Mosek,0.0041488055139780045,5,false,true,6,"(0.009000082536533408, 4.3848554766708276e-11)",6,"(0.03691753008580729, 3.0429292288895985e-10)",5,"(0.002302491687679453, 2.3452503523881912e-8)"
3,4,2,Mosek,0.0039010029286146164,5,false,true,6,"(0.0005754922654861588, 7.150208412123027e-11)",6,"(0.035711695444597076, 4.073933460243666e-9)",5,"(0.0038585981775422547, 4.3912046373875245e-8)"
